Cards: JJJJJ, Type: fiveOfAKind, Bid: 171
Cards: 27T72, Type: twoPair, Bid: 899
Cards: 26QQ2, Type: twoPair, Bid: 47
Cards: 266J2, Type: twoPair, Bid: 76
Cards: 262Q6, Type: twoPair, Bid: 283
Cards: 252Q5, Type: twoPair, Bid: 775
Cards: 23823, Type: twoPair, Bid: 640
Cards: 2323A, Type: twoPair, Bid: 510
Cards: 22JJA, Type: twoPair, Bid: 651
Cards: 22JJ9, Type: twoPair, Bid: 984
Cards: AAQ9K, Type: onePair, Bid: 265
Cards: AAJ64, Type: onePair, Bid: 318
Cards: AKQQJ, Type: onePair, Bid: 660
Cards: AQA98, Type: onePair, Bid: 207
Cards: AJ9J7, Type: onePair, Bid: 464
Cards: ATT9J, Type: onePair, Bid: 495
Cards: ATT28, Type: onePair, Bid: 851
Cards: AT799, Type: onePair, Bid: 737
Cards: AT59A, Type: onePair, Bid: 199
Cards: A9886, Type: onePair, Bid: 386
Cards: A8A94, Type: onePair, Bid: 782
Cards: A8TAQ, Type: onePair, Bid: 520
Cards: A863A, Type: onePair, Bid: 30
Cards: A75AK, Type: onePair, Bid: 741
Cards: A69J9, Type: onePair, Bid: 96
Cards: A6936, Type: onePair, Bid: 499
Cards: A5636, Type: onePair, Bid: 603
Cards: A52KA, Type: onePair, Bid: 458
Cards: A5256, Type: onePair, Bid: 469
Cards: A4A73, Type: onePair, Bid: 1000
Cards: A43QQ, Type: onePair, Bid: 878
Cards: A2J6A, Type: onePair, Bid: 813
Cards: A292J, Type: onePair, Bid: 33
Cards: A28J2, Type: onePair, Bid: 372
Cards: A27KA, Type: onePair, Bid: 194
Cards: KK7QJ, Type: onePair, Bid: 380
Cards: KQJTK, Type: onePair, Bid: 820
Cards: KQJ7Q, Type: onePair, Bid: 781
Cards: KQ7Q3, Type: onePair, Bid: 531
Cards: KJ9QQ, Type: onePair, Bid: 401
Cards: KT54K, Type: onePair, Bid: 633
Cards: K9828, Type: onePair, Bid: 879
Cards: K7A5K, Type: onePair, Bid: 87
Cards: K7637, Type: onePair, Bid: 799
Cards: K5359, Type: onePair, Bid: 214
Cards: K4J99, Type: onePair, Bid: 534
Cards: K4J8K, Type: onePair, Bid: 864
Cards: K3J2K, Type: onePair, Bid: 898
Cards: K2QQ8, Type: onePair, Bid: 787
Cards: K2TAK, Type: onePair, Bid: 227
Cards: K2572, Type: onePair, Bid: 995
Cards: K22AT, Type: onePair, Bid: 331
Cards: QA24Q, Type: onePair, Bid: 90
Cards: QKQ6A, Type: onePair, Bid: 22
Cards: QQA94, Type: onePair, Bid: 262
Cards: QQA93, Type: onePair, Bid: 168
Cards: QQJ24, Type: onePair, Bid: 794
Cards: QJQ62, Type: onePair, Bid: 128
Cards: QJQ3T, Type: onePair, Bid: 577
Cards: QJ2Q3, Type: onePair, Bid: 413
Cards: QTJAJ, Type: onePair, Bid: 422
Cards: QT39Q, Type: onePair, Bid: 92
Cards: Q9983, Type: onePair, Bid: 759
Cards: Q842Q, Type: onePair, Bid: 844
Cards: Q8323, Type: onePair, Bid: 560
Cards: Q5J58, Type: onePair, Bid: 219
Cards: Q3937, Type: onePair, Bid: 174
Cards: Q2Q7J, Type: onePair, Bid: 18
Cards: Q28Q3, Type: onePair, Bid: 994
Cards: JATA8, Type: onePair, Bid: 233
Cards: JA45A, Type: onePair, Bid: 404
Cards: JKAK2, Type: onePair, Bid: 14
Cards: JKK5T, Type: onePair, Bid: 292
Cards: JTK2J, Type: onePair, Bid: 607
Cards: JTQ9J, Type: onePair, Bid: 848
Cards: J9J64, Type: onePair, Bid: 355
Cards: J8AA9, Type: onePair, Bid: 636
Cards: J8K6K, Type: onePair, Bid: 543
Cards: J8J4T, Type: onePair, Bid: 51
Cards: J779K, Type: onePair, Bid: 244
Cards: J72KK, Type: onePair, Bid: 162
Cards: J66QT, Type: onePair, Bid: 106
Cards: J5A2J, Type: onePair, Bid: 902
Cards: J5K3K, Type: onePair, Bid: 45
Cards: J58JT, Type: onePair, Bid: 628
Cards: J54Q5, Type: onePair, Bid: 490
Cards: J4KK5, Type: onePair, Bid: 532
Cards: J448Q, Type: onePair, Bid: 635
Cards: J3843, Type: onePair, Bid: 708
Cards: J339Q, Type: onePair, Bid: 17
Cards: J2JA6, Type: onePair, Bid: 751
Cards: TA663, Type: onePair, Bid: 141
Cards: TA65T, Type: onePair, Bid: 172
Cards: TA26A, Type: onePair, Bid: 195
Cards: TKJ3K, Type: onePair, Bid: 423
Cards: TK89T, Type: onePair, Bid: 713
Cards: TK7K4, Type: onePair, Bid: 868
Cards: TK77J, Type: onePair, Bid: 395
Cards: TK4QQ, Type: onePair, Bid: 875
Cards: TTA32, Type: onePair, Bid: 259
Cards: TT58K, Type: onePair, Bid: 481
Cards: T9956, Type: onePair, Bid: 556
Cards: T8AAK, Type: onePair, Bid: 133
Cards: T6628, Type: onePair, Bid: 379
Cards: T6535, Type: onePair, Bid: 74
Cards: T5J35, Type: onePair, Bid: 371
Cards: T4T7Q, Type: onePair, Bid: 349
Cards: T3KT5, Type: onePair, Bid: 480
Cards: T3Q3J, Type: onePair, Bid: 396
Cards: T3T5A, Type: onePair, Bid: 434
Cards: T2T5J, Type: onePair, Bid: 107
Cards: 9AQ89, Type: onePair, Bid: 457
Cards: 9K9A6, Type: onePair, Bid: 505
Cards: 9QA96, Type: onePair, Bid: 876
Cards: 9QA44, Type: onePair, Bid: 497
Cards: 9QTAQ, Type: onePair, Bid: 361
Cards: 9Q987, Type: onePair, Bid: 498
Cards: 9JA92, Type: onePair, Bid: 58
Cards: 9JJ8T, Type: onePair, Bid: 276
Cards: 9T92K, Type: onePair, Bid: 905
Cards: 98K87, Type: onePair, Bid: 604
Cards: 98Q8T, Type: onePair, Bid: 348
Cards: 975J9, Type: onePair, Bid: 357
Cards: 96J22, Type: onePair, Bid: 638
Cards: 9676T, Type: onePair, Bid: 240
Cards: 947KK, Type: onePair, Bid: 642
Cards: 94787, Type: onePair, Bid: 94
Cards: 92938, Type: onePair, Bid: 615
Cards: 8A8JQ, Type: onePair, Bid: 299
Cards: 8K8AT, Type: onePair, Bid: 960
Cards: 8QQJ2, Type: onePair, Bid: 952
Cards: 8Q272, Type: onePair, Bid: 608
Cards: 8JTJK, Type: onePair, Bid: 903
Cards: 8TJJA, Type: onePair, Bid: 731
Cards: 89A8T, Type: onePair, Bid: 218
Cards: 89T95, Type: onePair, Bid: 232
Cards: 89T77, Type: onePair, Bid: 512
Cards: 8869J, Type: onePair, Bid: 966
Cards: 8867J, Type: onePair, Bid: 673
Cards: 88497, Type: onePair, Bid: 691
Cards: 882Q9, Type: onePair, Bid: 786
Cards: 87A97, Type: onePair, Bid: 507
Cards: 85J84, Type: onePair, Bid: 461
Cards: 84Q94, Type: onePair, Bid: 393
Cards: 847AA, Type: onePair, Bid: 818
Cards: 83J63, Type: onePair, Bid: 428
Cards: 83732, Type: onePair, Bid: 62
Cards: 8283Q, Type: onePair, Bid: 996
Cards: 822J6, Type: onePair, Bid: 8
Cards: 7QTJQ, Type: onePair, Bid: 84
Cards: 7Q478, Type: onePair, Bid: 760
Cards: 7JJ39, Type: onePair, Bid: 311
Cards: 7J99K, Type: onePair, Bid: 756
Cards: 78JA7, Type: onePair, Bid: 455
Cards: 77JK8, Type: onePair, Bid: 981
Cards: 776JQ, Type: onePair, Bid: 339
Cards: 74AJA, Type: onePair, Bid: 675
Cards: 74875, Type: onePair, Bid: 138
Cards: 73764, Type: onePair, Bid: 126
Cards: 72JJ5, Type: onePair, Bid: 776
Cards: 6KK8T, Type: onePair, Bid: 709
Cards: 6K77Q, Type: onePair, Bid: 516
Cards: 6QK26, Type: onePair, Bid: 949
Cards: 6QQ9A, Type: onePair, Bid: 551
Cards: 6QT8T, Type: onePair, Bid: 489
Cards: 6Q72Q, Type: onePair, Bid: 474
Cards: 6JJ4K, Type: onePair, Bid: 485
Cards: 6J764, Type: onePair, Bid: 862
Cards: 6J722, Type: onePair, Bid: 832
Cards: 6T7K7, Type: onePair, Bid: 123
Cards: 6T625, Type: onePair, Bid: 738
Cards: 676QJ, Type: onePair, Bid: 707
Cards: 67265, Type: onePair, Bid: 730
Cards: 65T5J, Type: onePair, Bid: 568
Cards: 6562A, Type: onePair, Bid: 465
Cards: 64JKK, Type: onePair, Bid: 476
Cards: 64968, Type: onePair, Bid: 212
Cards: 62A5A, Type: onePair, Bid: 118
Cards: 6229T, Type: onePair, Bid: 866
Cards: 5AJTJ, Type: onePair, Bid: 449
Cards: 5JK5A, Type: onePair, Bid: 149
Cards: 5JTAA, Type: onePair, Bid: 857
Cards: 5J459, Type: onePair, Bid: 482
Cards: 5T3KK, Type: onePair, Bid: 161
Cards: 595Q8, Type: onePair, Bid: 989
Cards: 58J77, Type: onePair, Bid: 669
Cards: 58443, Type: onePair, Bid: 368
Cards: 55QJ3, Type: onePair, Bid: 706
Cards: 55378, Type: onePair, Bid: 6
Cards: 54T48, Type: onePair, Bid: 518
Cards: 54277, Type: onePair, Bid: 937
Cards: 528A2, Type: onePair, Bid: 570
Cards: 523JJ, Type: onePair, Bid: 383
Cards: 4A4T3, Type: onePair, Bid: 988
Cards: 4A2A6, Type: onePair, Bid: 595
Cards: 4K99T, Type: onePair, Bid: 908
Cards: 4K5K8, Type: onePair, Bid: 582
Cards: 4JA45, Type: onePair, Bid: 535
Cards: 4J9JQ, Type: onePair, Bid: 15
Cards: 4J489, Type: onePair, Bid: 307
Cards: 4TJ45, Type: onePair, Bid: 618
Cards: 462Q2, Type: onePair, Bid: 766
Cards: 45J9J, Type: onePair, Bid: 93
Cards: 453TT, Type: onePair, Bid: 399
Cards: 44Q73, Type: onePair, Bid: 323
Cards: 4453J, Type: onePair, Bid: 336
Cards: 443QK, Type: onePair, Bid: 467
Cards: 43TAA, Type: onePair, Bid: 702
Cards: 43TTJ, Type: onePair, Bid: 301
Cards: 4347K, Type: onePair, Bid: 23
Cards: 42K64, Type: onePair, Bid: 180
Cards: 3AK5K, Type: onePair, Bid: 861
Cards: 3A5JA, Type: onePair, Bid: 530
Cards: 3A453, Type: onePair, Bid: 21
Cards: 3KJ36, Type: onePair, Bid: 225
Cards: 3K887, Type: onePair, Bid: 363
Cards: 3Q626, Type: onePair, Bid: 86
Cards: 3JA6A, Type: onePair, Bid: 546
Cards: 3JJK6, Type: onePair, Bid: 849
Cards: 3TQ36, Type: onePair, Bid: 31
Cards: 392J2, Type: onePair, Bid: 871
Cards: 36KKJ, Type: onePair, Bid: 288
Cards: 36K2K, Type: onePair, Bid: 295
Cards: 3677J, Type: onePair, Bid: 39
Cards: 36325, Type: onePair, Bid: 335
Cards: 35Q58, Type: onePair, Bid: 596
Cards: 33TQ4, Type: onePair, Bid: 243
Cards: 3367T, Type: onePair, Bid: 125
Cards: 335AJ, Type: onePair, Bid: 711
Cards: 32JT3, Type: onePair, Bid: 833
Cards: 2AJA7, Type: onePair, Bid: 147
Cards: 2A932, Type: onePair, Bid: 284
Cards: 2A7K7, Type: onePair, Bid: 979
Cards: 2Q6J2, Type: onePair, Bid: 944
Cards: 29T93, Type: onePair, Bid: 788
Cards: 2997Q, Type: onePair, Bid: 945
Cards: 27478, Type: onePair, Bid: 10
Cards: 272JA, Type: onePair, Bid: 975
Cards: 26557, Type: onePair, Bid: 839
Cards: 25KKT, Type: onePair, Bid: 754
Cards: 24972, Type: onePair, Bid: 586
Cards: 2342J, Type: onePair, Bid: 891
Cards: 22K5J, Type: onePair, Bid: 553
Cards: AK648, Type: highCard, Bid: 177
Cards: AQ896, Type: highCard, Bid: 906
Cards: AJQ78, Type: highCard, Bid: 217
Cards: AJT8Q, Type: highCard, Bid: 114
Cards: AJ725, Type: highCard, Bid: 255
Cards: ATQ68, Type: highCard, Bid: 3
Cards: ATJ49, Type: highCard, Bid: 935
Cards: AT7Q6, Type: highCard, Bid: 726
Cards: AT3J8, Type: highCard, Bid: 964
Cards: A9TQ7, Type: highCard, Bid: 793
Cards: A96KQ, Type: highCard, Bid: 9
Cards: A738Q, Type: highCard, Bid: 446
Cards: A5J74, Type: highCard, Bid: 940
Cards: A5T23, Type: highCard, Bid: 630
Cards: A52J8, Type: highCard, Bid: 486
Cards: A4J58, Type: highCard, Bid: 332
Cards: A3259, Type: highCard, Bid: 609
Cards: A26T7, Type: highCard, Bid: 12
Cards: KA24J, Type: highCard, Bid: 528
Cards: KQ97A, Type: highCard, Bid: 472
Cards: KQ476, Type: highCard, Bid: 66
Cards: KJ53T, Type: highCard, Bid: 941
Cards: KJ386, Type: highCard, Bid: 539
Cards: KTA73, Type: highCard, Bid: 448
Cards: K938A, Type: highCard, Bid: 867
Cards: K796Q, Type: highCard, Bid: 678
Cards: K7462, Type: highCard, Bid: 364
Cards: K6873, Type: highCard, Bid: 370
Cards: K632A, Type: highCard, Bid: 50
Cards: K56T3, Type: highCard, Bid: 151
Cards: K43Q6, Type: highCard, Bid: 479
Cards: K4268, Type: highCard, Bid: 356
Cards: K3257, Type: highCard, Bid: 910
Cards: QA579, Type: highCard, Bid: 398
Cards: QA346, Type: highCard, Bid: 185
Cards: QKA94, Type: highCard, Bid: 444
Cards: QKA5J, Type: highCard, Bid: 699
Cards: QK874, Type: highCard, Bid: 860
Cards: QK4T3, Type: highCard, Bid: 85
Cards: QJ827, Type: highCard, Bid: 554
Cards: QT45K, Type: highCard, Bid: 170
Cards: Q8T42, Type: highCard, Bid: 863
Cards: Q8T39, Type: highCard, Bid: 121
Cards: Q86T7, Type: highCard, Bid: 521
Cards: Q5TKJ, Type: highCard, Bid: 583
Cards: Q52K6, Type: highCard, Bid: 226
Cards: Q462K, Type: highCard, Bid: 421
Cards: Q42K3, Type: highCard, Bid: 77
Cards: Q3A72, Type: highCard, Bid: 778
Cards: Q3K6J, Type: highCard, Bid: 605
Cards: Q3TJ9, Type: highCard, Bid: 632
Cards: Q324J, Type: highCard, Bid: 346
Cards: JAQ39, Type: highCard, Bid: 858
Cards: JAQ36, Type: highCard, Bid: 113
Cards: JA573, Type: highCard, Bid: 529
Cards: JQA74, Type: highCard, Bid: 769
Cards: JQA5T, Type: highCard, Bid: 590
Cards: JQ529, Type: highCard, Bid: 694
Cards: J7A96, Type: highCard, Bid: 829
Cards: J742K, Type: highCard, Bid: 837
Cards: J7295, Type: highCard, Bid: 139
Cards: J64K9, Type: highCard, Bid: 503
Cards: J569Q, Type: highCard, Bid: 610
Cards: J4A53, Type: highCard, Bid: 918
Cards: J4852, Type: highCard, Bid: 491
Cards: J46AT, Type: highCard, Bid: 102
Cards: J4639, Type: highCard, Bid: 367
Cards: J43T2, Type: highCard, Bid: 850
Cards: J39Q5, Type: highCard, Bid: 110
Cards: TAK97, Type: highCard, Bid: 148
Cards: TA759, Type: highCard, Bid: 733
Cards: TA6K7, Type: highCard, Bid: 430
Cards: TK2J7, Type: highCard, Bid: 116
Cards: TQ968, Type: highCard, Bid: 614
Cards: TQ263, Type: highCard, Bid: 700
Cards: TJA3Q, Type: highCard, Bid: 112
Cards: TJ856, Type: highCard, Bid: 254
Cards: T9A65, Type: highCard, Bid: 886
Cards: T9Q37, Type: highCard, Bid: 744
Cards: T974Q, Type: highCard, Bid: 574
Cards: T958Q, Type: highCard, Bid: 624
Cards: T879K, Type: highCard, Bid: 91
Cards: T67JK, Type: highCard, Bid: 967
Cards: T64K3, Type: highCard, Bid: 823
Cards: T6427, Type: highCard, Bid: 19
Cards: T3A65, Type: highCard, Bid: 661
Cards: T3K58, Type: highCard, Bid: 795
Cards: T3682, Type: highCard, Bid: 828
Cards: T2AJQ, Type: highCard, Bid: 316
Cards: T29J6, Type: highCard, Bid: 606
Cards: T2769, Type: highCard, Bid: 420
Cards: 9AK74, Type: highCard, Bid: 131
Cards: 9AJQT, Type: highCard, Bid: 674
Cards: 9K4T7, Type: highCard, Bid: 460
Cards: 9Q745, Type: highCard, Bid: 41
Cards: 9Q63T, Type: highCard, Bid: 811
Cards: 9Q4J7, Type: highCard, Bid: 972
Cards: 9Q45J, Type: highCard, Bid: 956
Cards: 9TK48, Type: highCard, Bid: 433
Cards: 9T745, Type: highCard, Bid: 137
Cards: 9T73K, Type: highCard, Bid: 82
Cards: 95K3J, Type: highCard, Bid: 70
Cards: 9586K, Type: highCard, Bid: 579
Cards: 94TQ8, Type: highCard, Bid: 382
Cards: 9487A, Type: highCard, Bid: 870
Cards: 94352, Type: highCard, Bid: 540
Cards: 93JQ8, Type: highCard, Bid: 103
Cards: 9378Q, Type: highCard, Bid: 549
Cards: 92735, Type: highCard, Bid: 620
Cards: 8AQ75, Type: highCard, Bid: 983
Cards: 8K256, Type: highCard, Bid: 522
Cards: 8Q62J, Type: highCard, Bid: 526
Cards: 8Q456, Type: highCard, Bid: 517
Cards: 8TK42, Type: highCard, Bid: 565
Cards: 89T67, Type: highCard, Bid: 927
Cards: 87Q94, Type: highCard, Bid: 67
Cards: 87435, Type: highCard, Bid: 800
Cards: 85693, Type: highCard, Bid: 478
Cards: 84356, Type: highCard, Bid: 340
Cards: 83J65, Type: highCard, Bid: 471
Cards: 835T7, Type: highCard, Bid: 315
Cards: 834K9, Type: highCard, Bid: 173
Cards: 8345K, Type: highCard, Bid: 129
Cards: 82QK6, Type: highCard, Bid: 538
Cards: 8297J, Type: highCard, Bid: 473
Cards: 7A923, Type: highCard, Bid: 815
Cards: 7A82K, Type: highCard, Bid: 459
Cards: 7QA92, Type: highCard, Bid: 593
Cards: 7JA2T, Type: highCard, Bid: 477
Cards: 7JQ8T, Type: highCard, Bid: 947
Cards: 7JTK4, Type: highCard, Bid: 388
Cards: 7JT84, Type: highCard, Bid: 268
Cards: 7JT38, Type: highCard, Bid: 13
Cards: 7J689, Type: highCard, Bid: 817
Cards: 7TQ95, Type: highCard, Bid: 687
Cards: 78Q32, Type: highCard, Bid: 798
Cards: 78J94, Type: highCard, Bid: 287
Cards: 78452, Type: highCard, Bid: 575
Cards: 76A85, Type: highCard, Bid: 176
Cards: 7682A, Type: highCard, Bid: 897
Cards: 73J28, Type: highCard, Bid: 948
Cards: 73J26, Type: highCard, Bid: 718
Cards: 739AQ, Type: highCard, Bid: 720
Cards: 6A3J4, Type: highCard, Bid: 953
Cards: 6K5AQ, Type: highCard, Bid: 924
Cards: 6K398, Type: highCard, Bid: 830
Cards: 6J38T, Type: highCard, Bid: 408
Cards: 6T985, Type: highCard, Bid: 487
Cards: 69A83, Type: highCard, Bid: 589
Cards: 68TQ3, Type: highCard, Bid: 360
Cards: 68T9K, Type: highCard, Bid: 548
Cards: 64382, Type: highCard, Bid: 179
Cards: 6359K, Type: highCard, Bid: 38
Cards: 5A9KQ, Type: highCard, Bid: 202
Cards: 5A2QT, Type: highCard, Bid: 683
Cards: 5QAJ7, Type: highCard, Bid: 117
Cards: 5Q9J7, Type: highCard, Bid: 266
Cards: 5Q37K, Type: highCard, Bid: 637
Cards: 593Q2, Type: highCard, Bid: 165
Cards: 58Q7T, Type: highCard, Bid: 79
Cards: 5892A, Type: highCard, Bid: 845
Cards: 5847A, Type: highCard, Bid: 410
Cards: 56JTQ, Type: highCard, Bid: 527
Cards: 56TA8, Type: highCard, Bid: 585
Cards: 5642J, Type: highCard, Bid: 834
Cards: 54KT2, Type: highCard, Bid: 921
Cards: 54K27, Type: highCard, Bid: 777
Cards: 534AT, Type: highCard, Bid: 855
Cards: 52K4J, Type: highCard, Bid: 567
Cards: 4AK85, Type: highCard, Bid: 228
Cards: 4A7T8, Type: highCard, Bid: 468
Cards: 4KA53, Type: highCard, Bid: 584
Cards: 4K67A, Type: highCard, Bid: 157
Cards: 4Q56T, Type: highCard, Bid: 375
Cards: 4J362, Type: highCard, Bid: 314
Cards: 4TJ56, Type: highCard, Bid: 437
Cards: 4T5K7, Type: highCard, Bid: 831
Cards: 49A65, Type: highCard, Bid: 407
Cards: 49KT2, Type: highCard, Bid: 49
Cards: 49J52, Type: highCard, Bid: 785
Cards: 495JA, Type: highCard, Bid: 294
Cards: 48AT6, Type: highCard, Bid: 854
Cards: 48JA2, Type: highCard, Bid: 978
Cards: 48JK3, Type: highCard, Bid: 722
Cards: 476K8, Type: highCard, Bid: 907
Cards: 459KT, Type: highCard, Bid: 342
Cards: 4376K, Type: highCard, Bid: 957
Cards: 3A849, Type: highCard, Bid: 822
Cards: 3JK89, Type: highCard, Bid: 668
Cards: 3J76T, Type: highCard, Bid: 203
Cards: 396JT, Type: highCard, Bid: 519
Cards: 3957Q, Type: highCard, Bid: 846
Cards: 3879A, Type: highCard, Bid: 824
Cards: 38427, Type: highCard, Bid: 646
Cards: 37Q6A, Type: highCard, Bid: 188
Cards: 372JT, Type: highCard, Bid: 594
Cards: 36A87, Type: highCard, Bid: 381
Cards: 36725, Type: highCard, Bid: 191
Cards: 365A4, Type: highCard, Bid: 784
Cards: 35Q7T, Type: highCard, Bid: 25
Cards: 35T7A, Type: highCard, Bid: 109
Cards: 34K5Q, Type: highCard, Bid: 26
Cards: 32A4K, Type: highCard, Bid: 63
Cards: 32K97, Type: highCard, Bid: 671
Cards: 327A4, Type: highCard, Bid: 145
Cards: 325J8, Type: highCard, Bid: 209
Cards: 2A4JT, Type: highCard, Bid: 929
Cards: 2KTAQ, Type: highCard, Bid: 612
Cards: 2QAJ5, Type: highCard, Bid: 943
Cards: 2QK6J, Type: highCard, Bid: 304
Cards: 2Q6J7, Type: highCard, Bid: 305
Cards: 2Q5T7, Type: highCard, Bid: 626
Cards: 2Q573, Type: highCard, Bid: 916
Cards: 2J786, Type: highCard, Bid: 745
Cards: 2TAK5, Type: highCard, Bid: 963
Cards: 2TJA8, Type: highCard, Bid: 933
Cards: 2T6K7, Type: highCard, Bid: 920
Cards: 28693, Type: highCard, Bid: 714
Cards: 2856J, Type: highCard, Bid: 152
Cards: 25T37, Type: highCard, Bid: 971
Cards: 24A86, Type: highCard, Bid: 882
Cards: 23A84, Type: highCard, Bid: 32
Cards: 2398Q, Type: highCard, Bid: 426
Cards: 2375J, Type: highCard, Bid: 424
Winnings: 248453531

________________________________________________________
Executed in  194.54 millis    fish           external
   usr time    9.07 millis    0.08 millis    8.99 millis
   sys time    4.86 millis    1.04 millis    3.82 millis
